Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
88230,Lichenostomus ornatus,Lichenostomus ornatus,Aves,Meliphagidae,Dispersal,NA,Distance,219000,m,Maximum,NA,NA,NA,NA,NA,Single study,978,NA,NA,NA,Flying,17.63,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88231,Lichenostomus plumulus,Lichenostomus plumulus,Aves,Meliphagidae,Dispersal,NA,Distance,6000,m,Maximum,NA,NA,NA,NA,NA,Single study,53,NA,NA,NA,Flying,16.5,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88232,Lichenostomus unicolor,Lichenostomus unicolor,Aves,Meliphagidae,Dispersal,NA,Distance,18000,m,Maximum,NA,NA,NA,NA,NA,Single study,319,NA,NA,NA,Flying,30.7,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88233,Lichenostomus virescens,Lichenostomus virescens,Aves,Meliphagidae,Dispersal,NA,Distance,153000,m,Maximum,NA,NA,NA,NA,NA,Single study,4115,NA,NA,NA,Flying,23.33,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88234,Lichmera indistincta,Lichmera indistincta,Aves,Meliphagidae,Dispersal,NA,Distance,168000,m,Maximum,NA,NA,NA,NA,NA,Single study,5632,NA,NA,NA,Flying,11.18,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88235,Lioptilus nigricapillus,Lioptilus nigricapillus,Aves,Sylviidae,Dispersal,NA,Distance,1111,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,29.64,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88236,Lonchura bicolor,Lonchura bicolor,Aves,Estrildidae,Dispersal,NA,Distance,2222,m,Maximum,NA,NA,NA,NA,NA,Single study,8,NA,NA,NA,Flying,9.9,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88237,Lonchura cucullata,Lonchura cucullata,Aves,Estrildidae,Dispersal,NA,Distance,2435,m,Maximum,NA,NA,NA,NA,NA,Single study,7,NA,NA,NA,Flying,8.99,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88238,Lonchura fringilloides,Lonchura fringilloides,Aves,Estrildidae,Dispersal,NA,Distance,3838,m,Maximum,NA,NA,NA,NA,NA,Single study,13,NA,NA,NA,Flying,16.8,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88240,Loxioides bailleui,Loxioides bailleui,Aves,Fringillidae,Dispersal,NA,Distance,883,m,Maximum,NA,NA,NA,NA,NA,Single study,10,NA,NA,NA,Flying,37.84,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,Pratt et al  1997,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88241,Malacorhynchus membranaceus,Malacorhynchus membranaceus,Aves,Anatidae,Dispersal,NA,Distance,489000,m,Maximum,NA,NA,NA,NA,NA,Single study,31,NA,NA,NA,Flying,372.79,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88242,Malurus coronatus,Malurus coronatus,Aves,Maluridae,Dispersal,NA,Distance,4000,m,Maximum,NA,NA,NA,NA,NA,Cross-study,626,NA,NA,NA,Flying,11.09,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88243,Malurus cyaneus,Malurus cyaneus,Aves,Maluridae,Dispersal,NA,Distance,2800,m,Maximum,NA,NA,NA,NA,NA,Cross-study,1000,NA,NA,NA,Flying,10.33,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Mulder 1995; J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88244,Malurus elegans,Malurus elegans,Aves,Maluridae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,600,NA,NA,NA,Flying,9.59,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Lejeune et al  2016; J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88245,Malurus melanocephalus,Malurus melanocephalus,Aves,Maluridae,Dispersal,NA,Distance,5000,m,Maximum,NA,NA,NA,NA,NA,Single study,1808,NA,NA,NA,Flying,7.9,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88246,Malurus pulcherrimus,Malurus pulcherrimus,Aves,Maluridae,Dispersal,NA,Distance,9000,m,Maximum,NA,NA,NA,NA,NA,Single study,130,NA,NA,NA,Flying,9.19,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Brooker & Brooker 2002,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88247,Malurus splendens,Malurus splendens,Aves,Maluridae,Dispersal,NA,Distance,1500,m,Maximum,NA,NA,NA,NA,NA,Single study,171,NA,NA,NA,Flying,9.39,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Russell & Rowley 1993,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88248,Manorina flavigula,Manorina flavigula,Aves,Meliphagidae,Dispersal,NA,Distance,28000,m,Maximum,NA,NA,NA,NA,NA,Single study,315,NA,NA,NA,Flying,55.9,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88249,Manorina melanocephala,Manorina melanocephala,Aves,Meliphagidae,Dispersal,NA,Distance,77000,m,Maximum,NA,NA,NA,NA,NA,Single study,884,NA,NA,NA,Flying,60.22,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88250,Manorina melanophrys,Manorina melanophrys,Aves,Meliphagidae,Dispersal,NA,Distance,41000,m,Maximum,NA,NA,NA,NA,NA,Single study,1593,NA,NA,NA,Flying,30.39,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88251,Megalurus gramineus,Megalurus gramineus,Aves,Locustellidae,Dispersal,NA,Distance,34000,m,Maximum,NA,NA,NA,NA,NA,Single study,150,NA,NA,NA,Flying,14.09,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88252,Megascops asio,Megascops asio,Aves,Strigidae,Dispersal,NA,Distance,16900,m,Maximum,NA,NA,NA,NA,NA,Single study,17,NA,NA,NA,Flying,179.99,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,Belthoff and Ritchison 1989,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88253,Melanodryas cucullata,Melanodryas cucullata,Aves,Petroicidae,Dispersal,NA,Distance,183000,m,Maximum,NA,NA,NA,NA,NA,Single study,219,NA,NA,NA,Flying,21.1,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88254,Melanodryas vittata,Melanodryas vittata,Aves,Petroicidae,Dispersal,NA,Distance,1000,m,Maximum,NA,NA,NA,NA,NA,Single study,246,NA,NA,NA,Flying,26.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88255,Meleagris gallopavo,Meleagris gallopavo,Aves,Phasianidae,Dispersal,NA,Distance,48000,m,Maximum,NA,NA,NA,NA,NA,Single study,20,NA,NA,NA,Flying,5791.37,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,Eaton 1992,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88256,Melierax canorus,Melierax canorus,Aves,Accipitridae,Dispersal,NA,Distance,1658000,m,Maximum,NA,NA,NA,NA,NA,Single study,27,NA,NA,NA,Flying,663.32,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88257,Meliphaga notata,Meliphaga notata,Aves,Meliphagidae,Dispersal,NA,Distance,58000,m,Maximum,NA,NA,NA,NA,NA,Single study,80,NA,NA,NA,Flying,26.44,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88258,Melithreptus albogularis,Melithreptus albogularis,Aves,Meliphagidae,Dispersal,NA,Distance,13000,m,Maximum,NA,NA,NA,NA,NA,Single study,381,NA,NA,NA,Flying,11.03,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88259,Melithreptus brevirostris,Melithreptus brevirostris,Aves,Meliphagidae,Dispersal,NA,Distance,37000,m,Maximum,NA,NA,NA,NA,NA,Single study,1959,NA,NA,NA,Flying,12.6,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88260,Melithreptus gularis,Melithreptus gularis,Aves,Meliphagidae,Dispersal,NA,Distance,17000,m,Maximum,NA,NA,NA,NA,NA,Single study,76,NA,NA,NA,Flying,19.44,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88261,Melithreptus validirostris,Melithreptus validirostris,Aves,Meliphagidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,195,NA,NA,NA,Flying,24.8,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88262,Microcarbo melanoleucos,Microcarbo melanoleucos,Aves,Phalacrocoracidae,Dispersal,NA,Distance,2885000,m,Maximum,NA,NA,NA,NA,NA,Single study,118,NA,NA,NA,Flying,650,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Slavenko et al 2016,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88263,Mionectes macconnelli,Mionectes macconnelli,Aves,Tyrannidae,Dispersal,NA,Distance,16000,m,Maximum,NA,NA,NA,NA,NA,Single study,105,NA,NA,NA,Flying,13.5,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88264,Morus capensis,Morus capensis,Aves,Sulidae,Dispersal,NA,Distance,2383000,m,Maximum,NA,NA,NA,NA,NA,Single study,304,NA,NA,NA,Flying,2643.37,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88265,Morus serrator,Morus serrator,Aves,Sulidae,Dispersal,NA,Distance,8126000,m,Maximum,NA,NA,NA,NA,NA,Single study,2444,NA,NA,NA,Flying,2350,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88266,Motacilla clara,Motacilla clara,Aves,Motacillidae,Dispersal,NA,Distance,22220,m,Maximum,NA,NA,NA,NA,NA,Single study,21,NA,NA,NA,Flying,17.9,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88267,Myiagra alecto,Myiagra alecto,Aves,Monarchidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,69,NA,NA,NA,Flying,23.58,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88268,Myiagra ruficollis,Myiagra ruficollis,Aves,Monarchidae,Dispersal,NA,Distance,7000,m,Maximum,NA,NA,NA,NA,NA,Single study,22,NA,NA,NA,Flying,10.1,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88269,Myrmecocichla formicivora,Myrmecocichla formicivora,Aves,Muscicapidae,Dispersal,NA,Distance,1502,m,Maximum,NA,NA,NA,NA,NA,Single study,22,NA,NA,NA,Flying,41.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88270,Myrmotherula axillaris,Myrmotherula axillaris,Aves,Thamnophilidae,Dispersal,NA,Distance,6000,m,Maximum,NA,NA,NA,NA,NA,Single study,109,NA,NA,NA,Flying,8.09,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88271,Myzomela erythrocephala,Myzomela erythrocephala,Aves,Meliphagidae,Dispersal,NA,Distance,27000,m,Maximum,NA,NA,NA,NA,NA,Single study,515,NA,NA,NA,Flying,7.79,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88272,Myzomela obscura,Myzomela obscura,Aves,Meliphagidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,139,NA,NA,NA,Flying,11.88,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88273,Nectarinia olivacea,Nectarinia olivacea,Aves,Nectariniidae,Dispersal,NA,Distance,22700,m,Maximum,NA,NA,NA,NA,NA,Single study,270,NA,NA,NA,Flying,9.65,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88274,Neochmia ruficauda,Neochmia ruficauda,Aves,Estrildidae,Dispersal,NA,Distance,18000,m,Maximum,NA,NA,NA,NA,NA,Single study,495,NA,NA,NA,Flying,11.13,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88275,Neochmia temporalis,Neochmia temporalis,Aves,Estrildidae,Dispersal,NA,Distance,37000,m,Maximum,NA,NA,NA,NA,NA,Single study,9893,NA,NA,NA,Flying,11.4,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88276,Ninox connivens,Ninox connivens,Aves,Strigidae,Dispersal,NA,Distance,13000,m,Maximum,NA,NA,NA,NA,NA,Single study,12,NA,NA,NA,Flying,577.99,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88277,Ninox novaeseelandiae,Ninox novaeseelandiae,Aves,Strigidae,Dispersal,NA,Distance,377000,m,Maximum,NA,NA,NA,NA,NA,Single study,65,NA,NA,NA,Flying,183.37,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88278,Ninox strenua,Ninox strenua,Aves,Strigidae,Dispersal,NA,Distance,28000,m,Maximum,NA,NA,NA,NA,NA,Single study,18,NA,NA,NA,Flying,1345.97,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88279,Ocyphaps lophotes,Ocyphaps lophotes,Aves,Columbidae,Dispersal,NA,Distance,41000,m,Maximum,NA,NA,NA,NA,NA,Single study,2057,NA,NA,NA,Flying,204,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88280,Oreoica gutturalis,Oreoica gutturalis,Aves,Oreoicidae,Dispersal,NA,Distance,178000,m,Maximum,NA,NA,NA,NA,NA,Single study,16,NA,NA,NA,Flying,62.8,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88281,Oreomystis mana,Oreomystis mana,Aves,Fringillidae,Dispersal,NA,Distance,700,m,Maximum,NA,NA,NA,NA,NA,Single study,9,NA,NA,NA,Flying,14.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Woodworth et al  2001,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88282,Origma solitaria,Origma solitaria,Aves,Acanthizidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,18,NA,NA,NA,Flying,14.34,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88283,Ortalis vetula,Ortalis vetula,Aves,Cracidae,Dispersal,NA,Distance,400,m,Maximum,NA,NA,NA,NA,NA,Single study,92,NA,NA,NA,Flying,562.6,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,Peterson 2000,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88284,Pachycephala lanioides,Pachycephala lanioides,Aves,Pachycephalidae,Dispersal,NA,Distance,7000,m,Maximum,NA,NA,NA,NA,NA,Single study,70,NA,NA,NA,Flying,38.69,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88285,Pachycephala olivacea,Pachycephala olivacea,Aves,Pachycephalidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,136,NA,NA,NA,Flying,41.2,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88286,Pachycephala pectoralis,Pachycephala pectoralis,Aves,Pachycephalidae,Dispersal,NA,Distance,120000,m,Maximum,NA,NA,NA,NA,NA,Single study,2632,NA,NA,NA,Flying,30.36,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88287,Pardalotus punctatus,Pardalotus punctatus,Aves,Pardalotidae,Dispersal,NA,Distance,201000,m,Maximum,NA,NA,NA,NA,NA,Single study,219,NA,NA,NA,Flying,8.7,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88288,Parus atricapillus,Parus atricapillus,Aves,Paridae,Dispersal,NA,Distance,1160,m,Maximum,NA,NA,NA,NA,NA,Single study,45,NA,NA,NA,Flying,10.8,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Weise and Meyer 1979,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88290,Parus montanus,Parus montanus,Aves,Paridae,Dispersal,NA,Distance,1400,m,Maximum,NA,NA,NA,NA,NA,Single study,8,NA,NA,NA,Flying,11.1,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Haftorn 1997,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88292,Passer domesticus,Passer domesticus,Aves,Passeridae,Dispersal,NA,Distance,84210,m,Maximum,NA,NA,NA,NA,NA,Single study,13,NA,NA,NA,Flying,26.51,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88293,Passer melanurus,Passer melanurus,Aves,Passeridae,Dispersal,NA,Distance,12430,m,Maximum,NA,NA,NA,NA,NA,Single study,35,NA,NA,NA,Flying,29.5,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88294,Passer motitensis,Passer motitensis,Aves,Passeridae,Dispersal,NA,Distance,2467,m,Maximum,NA,NA,NA,NA,NA,Single study,8,NA,NA,NA,Flying,30.16,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88295,Pavo cristatus,Pavo cristatus,Aves,Phasianidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,7,NA,NA,NA,Flying,4154.81,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88296,Percnostola rufifrons,Percnostola rufifrons,Aves,Thamnophilidae,Dispersal,NA,Distance,5000,m,Maximum,NA,NA,NA,NA,NA,Single study,256,NA,NA,NA,Flying,23.89,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88298,Phalacrocorax brasilianus,Phalacrocorax brasilianus,Aves,Phalacrocoracidae,Dispersal,NA,Distance,259000,m,Maximum,NA,NA,NA,NA,NA,Single study,17,NA,NA,NA,Flying,1239.29,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,Telfair II and Morrison 1995,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88299,Phalacrocorax capensis,Phalacrocorax capensis,Aves,Phalacrocoracidae,Dispersal,NA,Distance,228000,m,Maximum,NA,NA,NA,NA,NA,Single study,7,NA,NA,NA,Flying,1211.74,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88300,Phalacrocorax fuscescens,Phalacrocorax fuscescens,Aves,Phalacrocoracidae,Dispersal,NA,Distance,1927000,m,Maximum,NA,NA,NA,NA,NA,Single study,1293,NA,NA,NA,Flying,1515,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
