Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Movement.Medium,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Location,Lat,Long,Study.type,MetaRef,Reference,Reference.code,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments_from_Ref,Method_comments,Jana_comments,"Class_gbif == ""Aves""",is.na(Class_gbif),Source
3134,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,25,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,41,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Jacquot & Vessey 1995,NA,"Jacquot, J. J.,Vessey, S. H. 1995. Influence of the natal environment on dispersal of white-footed  mice. Behav. Ecol. Sociobiol., 37: 407-412. ",https://www.jstor.org/stable/4601160,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3135,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,183,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,35,,NA,NA,Climbing,Arboreal,21.17,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Jacquot & Vessey 1995,NA,"Jacquot, J. J.,Vessey, S. H. 1995. Influence of the natal environment on dispersal of white-footed  mice. Behav. Ecol. Sociobiol., 37: 407-412. ",https://www.jstor.org/stable/4601160,,Wilman et al 2014,Tucker et al. 2022,,,Ear-tagged or toe clipped,NA,FALSE,FALSE,NA
3136,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,129,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,41,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Jacquot & Vessey 1995,NA,"Jacquot, J. J.,Vessey, S. H. 1995. Influence of the natal environment on dispersal of white-footed  mice. Behav. Ecol. Sociobiol., 37: 407-412. ",https://www.jstor.org/stable/4601160,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3137,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,109,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,22,,NA,NA,Climbing,Arboreal,21.17,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Keane 1990,NA,"Keane, B. 1990. Dispersal and inbreeding avoidance in the white-footed mouse, Peromyscus  leucopus. Anim. Behav., 40: 143-152. ",https://doi.org/10.1016/S0003-3472(05)80674-8,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3138,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,88,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Keane 1990,NA,"Keane, B. 1990. Dispersal and inbreeding avoidance in the white-footed mouse, Peromyscus  leucopus. Anim. Behav., 40: 143-152. ",https://doi.org/10.1016/S0003-3472(05)80674-8,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3139,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,282,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,22,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Keane 1990,NA,"Keane, B. 1990. Dispersal and inbreeding avoidance in the white-footed mouse, Peromyscus  leucopus. Anim. Behav., 40: 143-152. ",https://doi.org/10.1016/S0003-3472(05)80674-8,,Wilman et al 2014,Tucker et al. 2022,,,Mark-recapture and nest boxes,NA,FALSE,FALSE,NA
3140,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,87,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Climbing,Arboreal,21.17,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3141,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,71,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3142,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,64,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Climbing,Arboreal,21.17,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3144,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,67,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3145,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,138,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Climbing,Arboreal,21.17,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,Trapped and ear-tagged,NA,FALSE,FALSE,NA
3146,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,121,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Glass et al. 1991,NA,"Glass, G. E., Korch, G. W., Gomez, J. E.,Childs, J. E. 1991. Using exotic antigens to measure  reproduction and dispersal in Peromyscus leucopus. Can. J. Zool., 69: 528-530. ",https://doi.org/10.1139/z91-079,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3147,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,210,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,21.17,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Stickel 1949,NA,"Stickel, L. F. 1949. An experiment on Peromyscus homing. Am. Midl. Nat., 41: 659-664. ",https://doi.org/10.2307/2421777,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3148,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,,Distance,14730,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,21.17,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Maier 2002,NA,"Maier, T. J. 2002. Long-distance movements by female White-footed Mice, Peromyscus lecopus, in  extensive mixed-wood forest. Can. Field-Nat., 116: 108-111. ",https://www.fs.usda.gov/ne/newtown_square/publications/other_publishers/OCR/ne_2002_maier001.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3154,Peromyscus polionotus,Peromyscus polionotus,Mammalia,Cricetidae,Dispersal,,Distance,7765,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,2,,NA,NA,Climbing,Arboreal,12.95,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Smith 1968,NA,"Smith, M. H. 1968. Dispersal of the old-field mouse, Peromyscus polionotus. Bulletin of the  Georgia Academy of Science, 26: 45-51. ",,,Wilman et al 2014,Tucker et al. 2022,,,Couldn't find reference - Assuming traps?,NA,FALSE,FALSE,NA
3155,Peromyscus polionotus,Peromyscus polionotus,Mammalia,Cricetidae,Dispersal,,Distance,194,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,12.95,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Gentry 1964,NA,"Gentry, J. B. 1964. Homing in the old-field mouse. J. Mammal., 45: 276-283.",https://doi.org/10.2307/1376992,,Wilman et al 2014,Tucker et al. 2022,,,\,NA,FALSE,FALSE,NA
3156,Peromyscus gossypinus,Peromyscus gossypinus,Mammalia,Cricetidae,Dispersal,,Distance,640,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,29.39,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Griffo Jr 1961,NA,"Griffo Jr, J. V. 1961. A study of homing in the cotton mouse, Peromyscus gossypinus. Am. Midl.  Nat., 65: 257-289. ",https://doi.org/10.2307/2422956,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3157,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,,Distance,41,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,27,,NA,NA,Climbing,Arboreal,43.53,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Ribble 1992,NA,"Ribble, D. O. 1992. Dispersal in a monogamous rodent.  Ecology 73: 859-866.  ",https://doi.org/10.2307/1940163,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3158,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,,Distance,97,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,24,,NA,NA,Climbing,Arboreal,43.53,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Ribble 1992,NA,"Ribble, D. O. 1992. Dispersal in a monogamous rodent.  Ecology 73: 859-866.  ",https://doi.org/10.2307/1940163,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3161,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,3220,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,21.28,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Murie & Murie 1931,NA,"Murie, O. J.,Murie, A. 1931. Travels of Peromyscus. J. Mammal., 12: 200-209.",https://doi.org/10.2307/1373866,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3162,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,370,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,44,,NA,NA,Climbing,Arboreal,21.28,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Bowman. Forbes & Dilworth 2000,NA,"Bowman, J., Forbes, G. J.,Dilworth, T. G. 2000. Distances moved by small woodland rodents within large trapping grids. Can. Field-Nat., 115: 64-67.",https://www.researchgate.net/publication/259867965_Distances_moved_by_small_woodland_rodents_within_large_trapping_grids,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3163,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,1768,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,15,,NA,NA,Climbing,Arboreal,21.28,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Bowman. Forbes & Dilworth 2000,NA,"Bowman, J., Forbes, G. J.,Dilworth, T. G. 2000. Distances moved by small woodland rodents within large trapping grids. Can. Field-Nat., 115: 64-67.",https://www.researchgate.net/publication/259867965_Distances_moved_by_small_woodland_rodents_within_large_trapping_grids,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3164,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,1320,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,21.28,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Rehmeier. Kaufman & Kaufman 2004,NA,"Rehmeier, R. L., Kaufman, G. A.,Kaufman, D. W. 2004. Long-distance movements of the deer  mouse in tallgrass prairie. J. Mammal., 85: 562-568. ",https://doi.org/10.1644/1383956,,Wilman et al 2014,Tucker et al. 2022,,,Live trap on permanent traplines and toe clips,NA,FALSE,FALSE,NA
3165,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,1980,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Climbing,Arboreal,21.28,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Teferi & Millar 1993,NA,"Teferi, T.,Millar, J. 1993. Long distance homing by the deer mouse, Peromyscus maniculatus.  Canadian field-naturalist. Ottawa ON, 107: 109-111.",,,Wilman et al 2014,Tucker et al. 2022,,,Couldn't find reference -homing study ,NA,FALSE,FALSE,NA
3169,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,,Distance,1004.9999999999999,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,64,,NA,NA,Climbing,Arboreal,21.28,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Dice. Howard & Biology 1951,NA,"Dice, L. R., and W. E. Howard. 1951. Distance of  dispersal by prairie deer mice from birthplaces to breeding  sites. University of Michigan, Contributions from the  Laboratory of Vertebrate Biology 50: 1-13. ",,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3172,Octodon degus,Octodon degus,Mammalia,Octodontidae,Dispersal,,Distance,200,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,39,,NA,NA,Climbing,Arboreal,210,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Quirici et al. 2011,NA,"Quirici, V., Faugeron, S., Hayes, L. D.,Ebensperger, L. A. 2011. The influence of group size on  natal dispersal in the communally rearing and semifossorial rodent, Octodon degus. Behav.  Ecol. Sociobiol., 65: 1-12. ",https://www.jstor.org/stable/41414567,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
3174,Ochotona collaris,Ochotona collaris,Mammalia,Ochotonidae,Dispersal,,Distance,332,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,35,,NA,NA,Running,Terrestrial,129,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Franken & Hik 2004,NA,"Franken, R. J.,Hik, D. S. 2004. Influence of habitat quality, patch size and connectivity on  colonization and extinction dynamics of collared pikas Ochotona collaris. J. Anim. Ecol., 73:  889-896. ",https://doi.org/10.1111/j.0021-8790.2004.00865.x,,Wilman et al 2014,Tucker et al. 2022,,,Collars,NA,FALSE,FALSE,NA
3175,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,,Distance,170,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,157.63,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Smith & Ivins 1983,NA,"Smith, A. T.,Ivins, B. L. 1983. Colonization in a pika population: dispersal vs philopatry. Behav.  Ecol. Sociobiol., 13: 37-47.",https://www.jstor.org/stable/4599606,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3176,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,,Distance,310,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,157.63,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Smith & Ivins 1983,NA,"Smith, A. T.,Ivins, B. L. 1983. Colonization in a pika population: dispersal vs philopatry. Behav.  Ecol. Sociobiol., 13: 37-47.",https://www.jstor.org/stable/4599606,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3177,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,,Distance,90,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,15,,NA,NA,Running,Terrestrial,157.63,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Peacock & Smith 1997,NA,"Peacock, M. M.,Smith, A. T. 1997. The effect of habitat fragmentation on dispersal patterns, mating  behavior, and genetic variation in a pika (Ochotona princeps) metapopulation. Oecologia,  112: 524-533. ",https://www.jstor.org/stable/4221809,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3179,Oryctolagus cuniculus,Oryctolagus cuniculus,Mammalia,Leporidae,Dispersal,,Distance,535,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,307,,NA,NA,Running,Terrestrial,1832.22,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Parer 1982,NA,"Parer, I. 1982. Dispersal of the Wild Rabbit, Oryctolagus cuniclus, at Urana in New South Wales.  Wildl. Res., 9: 427-441.",https://doi.org/10.1071/WR9820427,,Wilman et al 2014,Tamburello et al. 2015,,,Couldn't access article,NA,FALSE,FALSE,NA
3180,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,,Distance,4830,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,1710.02,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Keith & Waring 1956,NA,"Keith, L. B.,Waring, J. 1956. Evidence of orientation and homing in snowshoe hares. Can. J. Zool.,  34: 579-581. ",https://doi.org/10.1139/z56-060,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3181,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,,Distance,7177,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Running,Terrestrial,1710.02,g,n,Both,,,,,,Metastudy,Santini et al. 2013,O'Farrell 1965,NA,"O'Farrell, T. P. 1965. Home range and ecology of  snowshoe hares in interior Alaska. Journal of Mammalogy 46: 406-418.  ",https://doi.org/10.2307/1377626,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3182,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,,Distance,3370,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,4,,NA,NA,Running,Terrestrial,1710.02,g,n,Both,,,,,,Metastudy,Santini et al. 2013,O'Farrell 1965,NA,"O'Farrell, T. P. 1965. Home range and ecology of  snowshoe hares in interior Alaska. Journal of Mammalogy 46: 406-418.  ",https://doi.org/10.2307/1377626,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3183,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,,Distance,20117,m,Maximum,NA,,NA,Natural dispersal,Unknown,Individual,1,,NA,NA,Running,Terrestrial,1710.02,g,n,Female,,,,,,Metastudy,Santini et al. 2013,O'Farrell 1965,NA,"O'Farrell, T. P. 1965. Home range and ecology of  snowshoe hares in interior Alaska. Journal of Mammalogy 46: 406-418.  ",https://doi.org/10.2307/1377626,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3184,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,1096,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,30,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Avril et al. 2011,NA,"Avril, A., LÃƒÂ©onard, Y., Letty, J., PÃƒÂ©roux, R., Guitton, J. S.,Pontier, D. 2011. Natal dispersal of European hare in a high-density population. Mammalian Biology- zeitschrift fÃƒÂ¼r SÃƒÂ¤ugetierkunde, 76: 148-156.",https://univ-lyon1.hal.science/hal-02303164/preview/avril2011.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3185,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,3002,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3740,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Avril et al. 2011,NA,"Avril, A., LÃƒÂ©onard, Y., Letty, J., PÃƒÂ©roux, R., Guitton, J. S.,Pontier, D. 2011. Natal dispersal of European hare in a high-density population. Mammalian Biology- zeitschrift fÃƒÂ¼r SÃƒÂ¤ugetierkunde, 76: 148-156.",https://univ-lyon1.hal.science/hal-02303164/preview/avril2011.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3186,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,2040,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3740,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Avril et al. 2011,NA,"Avril, A., LÃƒÂ©onard, Y., Letty, J., PÃƒÂ©roux, R., Guitton, J. S.,Pontier, D. 2011. Natal dispersal of European hare in a high-density population. Mammalian Biology- zeitschrift fÃƒÂ¼r SÃƒÂ¤ugetierkunde, 76: 148-156.",https://univ-lyon1.hal.science/hal-02303164/preview/avril2011.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3187,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,8920,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,30,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Avril et al. 2011,NA,"Avril, A., LÃƒÂ©onard, Y., Letty, J., PÃƒÂ©roux, R., Guitton, J. S.,Pontier, D. 2011. Natal dispersal of European hare in a high-density population. Mammalian Biology- zeitschrift fÃƒÂ¼r SÃƒÂ¤ugetierkunde, 76: 148-156.",https://univ-lyon1.hal.science/hal-02303164/preview/avril2011.pdf,,Wilman et al 2014,Tucker et al. 2022,,,Radiotelemetry,NA,FALSE,FALSE,NA
3188,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,2057,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,87,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Bray et al. 2007,NA,"Bray, Y., S. Devillard, et al. (2007). ""Natal dispersal of European hare in France."" Journal of Zoology. 273: 426-434", https://doi.org/10.1111/j.1469-7998.2007.00348.x,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3189,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,1523,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,42,,NA,NA,Running,Terrestrial,3740,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Bray et al. 2007,NA,"Bray, Y., S. Devillard, et al. (2007). ""Natal dispersal of European hare in France."" Journal of Zoology. 273: 426-434", https://doi.org/10.1111/j.1469-7998.2007.00348.x,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3190,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,2743,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,47,,NA,NA,Running,Terrestrial,3740,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Bray et al. 2007,NA,"Bray, Y., S. Devillard, et al. (2007). ""Natal dispersal of European hare in France."" Journal of Zoology. 273: 426-434", https://doi.org/10.1111/j.1469-7998.2007.00348.x,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3191,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,17353,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,87,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Bray et al. 2007,NA,"Bray, Y., S. Devillard, et al. (2007). ""Natal dispersal of European hare in France."" Journal of Zoology. 273: 426-434", https://doi.org/10.1111/j.1469-7998.2007.00348.x,,Wilman et al 2014,Tucker et al. 2022,,,Telemetry,NA,FALSE,FALSE,NA
3192,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,8500,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,132,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Broekhuizen & Maaskamp 1982,NA,"Broekhuizen, S.,Maaskamp, F. 1982. Movement, Home Range and Clustering in the European Hare (Lepus europaeus Pallas) in The Netherland. Zeitschrift fur Saugetierkunde, 47: 22-32.",https://www.zobodat.at/pdf/Zeitschrift-Saeugetierkunde_47_0022-0032.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3193,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,,Distance,9000,m,Maximum,NA,,NA,Homing study,Unknown,Single study,505,,NA,NA,Running,Terrestrial,3740,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Broekhuizen & Maaskamp 1982,NA,"Broekhuizen, S.,Maaskamp, F. 1982. Movement, Home Range and Clustering in the European Hare (Lepus europaeus Pallas) in The Netherland. Zeitschrift fur Saugetierkunde, 47: 22-32.",https://www.zobodat.at/pdf/Zeitschrift-Saeugetierkunde_47_0022-0032.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
3196,Lepus timidus,Lepus timidus,Mammalia,Leporidae,Dispersal,,Distance,1815,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3048,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Dahl & Willebrand 2005,NA,"Dahl, F.,Willebrand, T. 2005. Natal dispersal, adult home ranges and site fidelity of mountain hares  Lepus timidus in the boreal forest of Sweden. Wildl. Biol., 11: 309-317. ",https://doi.org/10.2981/0909-6396(2005)11[309:NDAHRA]2.0.C,,Wilman et al 2014,Tucker et al. 2022,,,We captured 48 leverets from 20 litters while these were still suckling and radio-tracked them for up to 37 months.,NA,FALSE,FALSE,NA
3197,Lepus californicus,Lepus californicus,Mammalia,Leporidae,Dispersal,,Distance,45061,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,2422.48,g,n,Female,,,,,,Metastudy,Santini et al. 2013,French. McBride & Detmer 1965,NA,"French, N. R., McBride, R.,Detmer, J. 1965. Fertility and population density of the black-tailed  jackrabbit. J. Wildlife Manage, 29: 14-26. ",https://doi.org/10.2307/3798626,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
